text,day,weekday,month,year,text_nt,day_bool,month_bool,year_bool,day_match,month_match,year_match,match
 ثالث عشري صفر سنة أربع وستمائة,23,,2.0,604,"['ثالث', 'عشري', 'صفر', 'سنة', 'اربع', 'وستمائة']",False,True,True,13.0,2,604.0,"<re.Match object; span=(0, 31), match=' ثالث عشري صفر سنة اربع وستمائة'>"
يوم الثلاثاء أول شهر ربيع الآخر سنة ثمان وخمسين وستمائة,1,Yawm al-khamis,4.0,658,"['يوم', 'الثلاثاء', 'اول', 'شهر', 'ربيع', 'الاخر', 'سنة', 'ثمان', 'وخمسين', 'وستمائة']",False,True,True,,4,658.0,"<re.Match object; span=(0, 56), match=' يوم الثلاثاء اول شهر ربيع الاخر سنة ثمان وخمسين >"
يوم الاثنين لست ليال بقين من صفر سنة ثلاثة عشرة وستمائة,23,Yawm al-ithnayn,2.0,613,"['يوم', 'الاثنين', 'لست', 'ليال', 'بقين', 'من', 'صفر', 'سنة', 'ثلاثة', 'عشرة', 'وستمائة']",False,True,False,,2,,"<re.Match object; span=(0, 37), match=' يوم الاثنين لست ليال بقين من صفر سنة'>"
 يوم الجمعة لتسع إن بقين من شهر ربيع الآخر سنة ثلاث وثمانين وستمائة,20,Yawm al-juma,4.0,683,"['يوم', 'الجمعة', 'لتسع', 'ان', 'بقين', 'من', 'شهر', 'ربيع', 'الاخر', 'سنة', 'ثلاث', 'وثمانين', 'وستمائة']",False,True,True,,4,683.0,"<re.Match object; span=(0, 67), match=' يوم الجمعة لتسع ان بقين من شهر ربيع الاخر سنة ثل>"
 يوم الجمعة لعشر إن بقين من ذي القعدة سنة أربع وثمانين وستمائة,20,Yawm al-juma,11.0,684,"['يوم', 'الجمعة', 'لعشر', 'ان', 'بقين', 'من', 'ذي', 'القعدة', 'سنة', 'اربع', 'وثمانين', 'وستمائة']",False,True,True,,11,684.0,"<re.Match object; span=(0, 62), match=' يوم الجمعة لعشر ان بقين من ذي القعدة سنة اربع وث>"
يوم الجمعة لثلاث بقين من جمدى الأولى من سنة ست وثمانين وستمائة,27,Yawm al-juma,5.0,686,"['يوم', 'الجمعة', 'لثلاث', 'بقين', 'من', 'جمدى', 'الاولى', 'من', 'سنة', 'ست', 'وثمانين', 'وستمائة']",False,False,True,,,686.0,"<re.Match object; span=(0, 63), match=' يوم الجمعة لثلاث بقين من جمدى الاولى من سنة ست و>"
يوم الثلاثاء رابع عشر شهر شعبان المبارك سنة تسع وثمانين وستمائة ,14,Yawm al-thalatha,8.0,689,"['يوم', 'الثلاثاء', 'رابع', 'عشر', 'شهر', 'شعبان', 'المبارك', 'سنة', 'تسع', 'وثمانين', 'وستمائة']",False,False,True,,,689.0,"<re.Match object; span=(0, 64), match=' يوم الثلاثاء رابع عشر شهر شعبان المبارك سنة تسع >"
 يوم السبت لخمس ليال بقين من ذي القعدة سنة ست وتسعين وستمئة,25,Yawm al-sabt,11.0,696,"['يوم', 'السبت', 'لخمس', 'ليال', 'بقين', 'من', 'ذي', 'القعدة', 'سنة', 'ست', 'وتسعين', 'وستمئة']",False,True,True,,11,696.0,"<re.Match object; span=(0, 59), match=' يوم السبت لخمس ليال بقين من ذي القعدة سنة ست وتس>"
يوم الاثنين الثالث من ذي الحجة كلاهما من سنة أربع عشرة وسبعمائة ,3,Yawm al-ithnayn,12.0,714,"['يوم', 'الاثنين', 'الثالث', 'من', 'ذي', 'الحجة', 'كلاهما', 'من', 'سنة', 'اربع', 'عشرة', 'وسبعمائة']",False,False,True,,,714.0,"<re.Match object; span=(0, 64), match=' يوم الاثنين الثالث من ذي الحجة كلاهما من سنة ارب>"
حادي عشر شعبان المعظم سنة ست عشرة ومائة وألف,11,,8.0,1116,"['حادي', 'عشر', 'شعبان', 'المعظم', 'سنة', 'ست', 'عشرة', 'ومائة', 'والف']",False,False,False,,,116.0,"<re.Match object; span=(0, 40), match=' حادي عشر شعبان المعظم سنة ست عشرة ومائة'>"
يوم الأحد خامس عشري ذي الحجة سنة تسع وثلاثين وسبعمئة,25,Yawm al-ahad,12.0,739,"['يوم', 'الاحد', 'خامس', 'عشري', 'ذي', 'الحجة', 'سنة', 'تسع', 'وثلاثين', 'وسبعمئة']",False,True,True,15.0,12,739.0,"<re.Match object; span=(0, 53), match=' يوم الاحد خامس عشري ذي الحجة سنة تسع وثلاثين وسب>"
 يوم الجمعة قبل صلاة ثامن عشري جمادى الأول سنة اثنتين وثلاثين وخمسمائة,28,Yawm al-juma,5.0,532,"['يوم', 'الجمعة', 'قبل', 'صلاة', 'ثامن', 'عشري', 'جمادى', 'الاول', 'سنة', 'اثنتين', 'وثلاثين', 'وخمسمائة']",False,True,True,18.0,5,532.0,"<re.Match object; span=(0, 70), match=' يوم الجمعة قبل صلاة ثامن عشري جمادى الاول سنة اث>"
 نصف صفر سنة خمس وعشرين [وخمسمائة],15,,2.0,525,"['نصف', 'صفر', 'سنة', 'خمس', 'وعشرين', 'وخمسمائة']",False,True,True,,2,525.0,"<re.Match object; span=(0, 32), match=' نصف صفر سنة خمس وعشرين وخمسمائة'>"
يوم الإثنين لليلة بقيت من شوال سنة ثلاث وستمائة,29,Yawm al-ithnayn,10.0,603,"['يوم', 'الاثنين', 'لليلة', 'بقيت', 'من', 'شوال', 'سنة', 'ثلاث', 'وستمائة']",False,True,True,,10,603.0,"<re.Match object; span=(0, 48), match=' يوم الاثنين لليلة بقيت من شوال سنة ثلاث وستمائة'>"
عشية يوم الجمعة لتسع مضين من رجب سنة اثنتين وثمانين وستمائة,21,Yawm al-juma,7.0,682,"['عشية', 'يوم', 'الجمعة', 'لتسع', 'مضين', 'من', 'رجب', 'سنة', 'اثنتين', 'وثمانين', 'وستمائة']",False,True,True,,7,682.0,"<re.Match object; span=(0, 60), match=' عشية يوم الجمعة لتسع مضين من رجب سنة اثنتين وثما>"
في يوم الأحد لأربع إن بقين من ربيع الآخر سنة تسع وسبعين وستمائة,25,Yawm al-ahad,4.0,679,"['في', 'يوم', 'الاحد', 'لاربع', 'ان', 'بقين', 'من', 'ربيع', 'الاخر', 'سنة', 'تسع', 'وسبعين', 'وستمائة']",False,True,True,,4,679.0,"<re.Match object; span=(0, 64), match=' في يوم الاحد لاربع ان بقين من ربيع الاخر سنة تسع>"
يوم الأربعاء لسبع بقين من شوال سنة ثمانين وستمائة ,22,Yawm al-arba'a,10.0,680,"['يوم', 'الاربعاء', 'لسبع', 'بقين', 'من', 'شوال', 'سنة', 'ثمانين', 'وستمائة']",False,True,True,,10,680.0,"<re.Match object; span=(0, 50), match=' يوم الاربعاء لسبع بقين من شوال سنة ثمانين وستمائ>"
الأربعاء سابع عشري صفر سنة تسع وخمسين وستمئة,27,Yawm al-arba'a,2.0,659,"['الاربعاء', 'سابع', 'عشري', 'صفر', 'سنة', 'تسع', 'وخمسين', 'وستمئة']",False,True,True,17.0,2,659.0,"<re.Match object; span=(0, 45), match=' الاربعاء سابع عشري صفر سنة تسع وخمسين وستمئة'>"
في يوم الأربعاء ثامن عشري شهر ربيع الأول من سنة أربع وستين وستمائة,28,Yawm al-arba'a,3.0,664,"['في', 'يوم', 'الاربعاء', 'ثامن', 'عشري', 'شهر', 'ربيع', 'الاول', 'من', 'سنة', 'اربع', 'وستين', 'وستمائة']",False,True,True,18.0,3,664.0,"<re.Match object; span=(0, 67), match=' في يوم الاربعاء ثامن عشري شهر ربيع الاول من سنة >"
في يوم الإثنين تاسع شهر الله المبارك رمضان من سنة أربع وستين وستمائة,9,Yawm al-ithnayn,9.0,664,"['في', 'يوم', 'الاثنين', 'تاسع', 'شهر', 'الله', 'المبارك', 'رمضان', 'من', 'سنة', 'اربع', 'وستين', 'وستمائة']",False,True,True,,9,664.0,"<re.Match object; span=(0, 69), match=' في يوم الاثنين تاسع شهر الله المبارك رمضان من سن>"
 خمس مائة,,,,500,"['خمس', 'مائة']",False,False,False,,,,
الاثنين التاسع من شهر رجب الفرد الحرام عام اثنتين وتسعمائة,9,Yawm al-ithnayn,7.0,902,"['الاثنين', 'التاسع', 'من', 'شهر', 'رجب', 'الفرد', 'الحرام', 'عام', 'اثنتين', 'وتسعمائة']",False,False,True,,,902.0,"<re.Match object; span=(0, 59), match=' الاثنين التاسع من شهر رجب الفرد الحرام عام اثنتي>"
